Event	Time	X	Y	POL
998	547618 ns	170	219	1
999	548128 ns	286	76	1
1000	549054 ns	218	99	1
1001	549428 ns	33	53	1
1002	549540 ns	85	43	1
1003	549977 ns	157	26	1
1004	550414 ns	256	25	0
1005	550939 ns	211	185	0
1006	551465 ns	251	185	0
1007	552104 ns	49	0	0
1008	552516 ns	6	72	1
1009	552912 ns	193	136	0
1010	553422 ns	291	220	1
1011	554345 ns	201	56	0
1012	554633 ns	226	149	1
1013	555114 ns	213	85	0
1014	555780 ns	47	71	1
1015	556477 ns	297	205	0
1016	557174 ns	262	74	1
1017	557768 ns	52	170	0
1018	557961 ns	22	54	0
1019	558579 ns	18	198	0
1020	559546 ns	116	55	1
1021	559971 ns	25	150	1
1022	560707 ns	189	136	0
1023	561703 ns	298	88	0
1024	562037 ns	50	192	0
1025	562470 ns	197	32	0
1026	563046 ns	174	62	0
1027	563694 ns	297	138	0
1028	564371 ns	286	40	1
1029	564804 ns	20	173	0
1030	565242 ns	22	47	0
1031	565385 ns	43	171	0
1032	565571 ns	39	108	0
1033	565924 ns	76	63	0
1034	566248 ns	59	136	0
1035	566892 ns	293	197	1
1036	567252 ns	52	218	1
1037	567800 ns	227	93	0
1038	568572 ns	38	111	0
1039	568870 ns	114	15	0
1040	569689 ns	63	6	0
1041	569948 ns	67	61	0
1042	570717 ns	87	60	0
1043	571567 ns	82	232	0
1044	572562 ns	156	82	0
1045	572681 ns	266	9	1
1046	572885 ns	112	181	0
1047	573574 ns	46	56	0
1048	573713 ns	109	202	0
1049	574505 ns	247	158	0
1050	575186 ns	53	101	1
1051	576130 ns	117	215	1
1052	576930 ns	174	210	1
1053	577895 ns	30	71	1
1054	578317 ns	170	64	1
1055	578837 ns	5	110	1
1056	579647 ns	246	206	0
1057	580213 ns	182	233	0
1058	581130 ns	194	187	1
1059	581632 ns	217	8	1
1060	582195 ns	9	179	0
1061	582522 ns	82	110	0
1062	583443 ns	61	55	0
1063	584034 ns	161	38	1
1064	584421 ns	114	195	0
1065	584896 ns	136	38	1
1066	585213 ns	97	219	1
1067	585708 ns	231	146	0
1068	586223 ns	88	22	0
1069	587179 ns	152	61	0
1070	587823 ns	122	45	0
1071	588033 ns	79	90	0
1072	588961 ns	66	237	0
1073	589499 ns	33	35	0
1074	590330 ns	80	19	1
1075	591036 ns	241	188	1
1076	591539 ns	16	234	1
1077	591765 ns	168	65	0
1078	592132 ns	168	205	0
1079	593086 ns	87	171	0
1080	594081 ns	40	98	0
1081	594999 ns	247	136	1
1082	595151 ns	78	23	0
1083	595589 ns	96	139	1
1084	595757 ns	114	175	1
1085	596716 ns	162	79	0
1086	596842 ns	141	205	0
1087	597827 ns	100	91	0
1088	597964 ns	10	76	1
1089	598307 ns	198	78	1
1090	598494 ns	210	187	0
1091	599369 ns	9	224	0
1092	599828 ns	51	1	1
1093	600025 ns	209	77	0
1094	600620 ns	222	171	1
1095	600876 ns	93	126	0
1096	601157 ns	70	62	1
1097	601773 ns	55	5	0
1098	602514 ns	243	60	0
1099	603385 ns	23	207	0
1100	603867 ns	27	58	0
1101	604751 ns	95	168	0
1102	605602 ns	63	46	1
1103	606129 ns	185	150	0
1104	606577 ns	213	74	1
1105	607046 ns	232	21	1
1106	607998 ns	118	182	1
1107	608637 ns	255	73	0
1108	609016 ns	33	145	0
1109	609659 ns	177	40	1
1110	609788 ns	162	9	0
1111	610376 ns	173	217	1
1112	611016 ns	64	182	0
1113	611949 ns	216	177	0
1114	612178 ns	161	202	0
1115	612381 ns	190	91	0
1116	612798 ns	28	138	0
1117	612993 ns	249	51	0
1118	613274 ns	273	230	0
1119	613431 ns	198	218	0
1120	613917 ns	269	214	0
1121	614769 ns	211	99	0
1122	615503 ns	279	170	1
1123	616133 ns	285	37	1
1124	616692 ns	177	218	0
1125	617434 ns	290	52	1
1126	617548 ns	140	101	1
1127	617694 ns	55	8	0
1128	618285 ns	184	73	0
1129	618487 ns	250	137	0
1130	619459 ns	228	198	1
1131	619876 ns	205	5	0
1132	620048 ns	264	143	0
1133	620158 ns	121	21	0
1134	621005 ns	198	49	0
1135	621129 ns	69	49	1
1136	621241 ns	43	212	0
1137	621686 ns	249	40	0
1138	622430 ns	37	165	1
1139	623313 ns	255	188	0
1140	623807 ns	120	149	1
1141	624456 ns	96	234	1
1142	624868 ns	240	114	0
1143	625331 ns	84	159	0
1144	625907 ns	24	37	0
1145	626656 ns	229	109	1
1146	626932 ns	40	50	0
1147	627192 ns	179	96	1
1148	627367 ns	187	117	1
1149	627839 ns	294	27	0
1150	628302 ns	164	238	0
1151	629260 ns	206	135	0
1152	629823 ns	60	184	1
1153	630367 ns	234	133	0
1154	630822 ns	35	45	1
1155	631639 ns	253	40	1
1156	632369 ns	253	14	1
1157	633271 ns	92	46	0
1158	633636 ns	291	212	1
1159	634029 ns	145	60	1
1160	634899 ns	63	206	1
1161	635347 ns	80	178	1
1162	635734 ns	91	157	1
1163	636233 ns	247	44	0
1164	636738 ns	17	127	0
1165	636877 ns	255	225	0
1166	637346 ns	242	221	1
1167	638155 ns	213	210	0
1168	638883 ns	216	65	1
1169	639205 ns	137	225	0
1170	640169 ns	1	207	0
1171	640911 ns	240	135	1
1172	641898 ns	20	163	0
1173	642792 ns	123	56	1
1174	643412 ns	145	101	0
1175	643761 ns	0	156	1
1176	644692 ns	59	47	0
1177	645071 ns	112	222	0
1178	645586 ns	75	228	1
1179	645897 ns	212	202	0
1180	646657 ns	33	74	0
1181	647447 ns	65	0	1
1182	647774 ns	293	109	1
1183	648530 ns	190	42	1
1184	648672 ns	203	82	0
1185	648906 ns	217	179	1
1186	649141 ns	291	194	1
1187	649565 ns	257	66	0
1188	650525 ns	162	90	1
1189	651261 ns	45	173	1
1190	652230 ns	177	59	0
1191	652847 ns	61	131	1
1192	653111 ns	175	90	0
1193	653524 ns	300	134	0
1194	653880 ns	2	73	0
1195	654121 ns	243	74	1
1196	655003 ns	214	27	1
1197	655528 ns	60	232	0
1198	656087 ns	137	194	0
1199	656386 ns	301	11	1
1200	656496 ns	279	120	1
1201	657263 ns	275	36	1
1202	658206 ns	77	231	0
1203	658756 ns	50	231	0
1204	659373 ns	205	87	1
1205	659903 ns	138	228	1
1206	660401 ns	244	14	0
1207	661339 ns	129	233	1
1208	661747 ns	74	186	1
1209	662077 ns	144	187	1
1210	662917 ns	164	8	0
1211	663588 ns	72	39	0
1212	664084 ns	244	138	1
1213	665035 ns	281	23	0
1214	665974 ns	172	149	0
1215	666286 ns	98	130	0
1216	666592 ns	217	106	0
1217	667542 ns	75	74	0
1218	667759 ns	192	210	0
1219	668302 ns	88	109	0
1220	668464 ns	148	178	0
1221	669056 ns	14	73	1
1222	669944 ns	183	146	1
1223	670685 ns	146	54	1
1224	671003 ns	286	148	1
1225	671423 ns	107	129	0
1226	672049 ns	225	21	1
1227	672166 ns	76	7	1
1228	673053 ns	111	219	1
1229	673849 ns	193	216	0
1230	674658 ns	52	199	0
1231	675411 ns	15	214	1
1232	676120 ns	6	140	0
1233	676332 ns	159	12	0
1234	676878 ns	76	141	1
1235	677272 ns	43	223	0
1236	677413 ns	72	123	0
1237	678297 ns	30	44	0
1238	678994 ns	238	12	0
1239	679954 ns	286	82	1
1240	680580 ns	135	97	1
1241	681434 ns	181	238	1
1242	682230 ns	170	204	0
1243	682540 ns	294	72	0
1244	683065 ns	191	66	1
1245	683310 ns	193	122	1
1246	684072 ns	279	174	1
1247	684327 ns	84	201	1
1248	685156 ns	113	78	1
1249	685382 ns	269	190	0
1250	686318 ns	295	131	1
1251	686930 ns	190	186	1
1252	687418 ns	228	111	0
1253	688374 ns	194	187	1
1254	688721 ns	122	233	1
1255	688879 ns	40	51	0
1256	688988 ns	270	44	0
1257	689537 ns	297	126	0
1258	689767 ns	270	17	0
1259	690721 ns	258	206	1
1260	690922 ns	183	19	1
1261	691169 ns	91	231	0
1262	691476 ns	41	130	1
1263	691620 ns	94	69	0
1264	692573 ns	30	196	1
1265	692958 ns	141	148	0
1266	693835 ns	198	137	0
1267	694501 ns	58	184	0
1268	694716 ns	169	189	0
1269	695706 ns	301	109	1
1270	696086 ns	102	171	0
1271	696776 ns	166	77	0
1272	697721 ns	292	32	0
1273	698455 ns	289	124	0
1274	699445 ns	162	212	1
1275	700093 ns	89	35	0
1276	700424 ns	7	77	0
1277	700733 ns	162	36	1
1278	700871 ns	100	95	1
1279	701630 ns	233	161	0
1280	702246 ns	7	14	0
1281	702932 ns	240	158	1
1282	703765 ns	9	128	0
1283	704736 ns	83	155	0
1284	705499 ns	168	205	1
1285	705716 ns	64	212	1
1286	705870 ns	79	190	0
1287	706561 ns	258	3	1
1288	706821 ns	18	208	0
1289	707592 ns	139	100	0
1290	708399 ns	278	20	0
1291	709081 ns	42	62	0
1292	709387 ns	148	147	0
1293	710077 ns	201	35	0
1294	710883 ns	31	51	0
1295	711258 ns	246	37	1
1296	712126 ns	202	87	1
1297	713076 ns	34	67	1
1298	713319 ns	77	222	1
1299	713730 ns	184	229	0
1300	714704 ns	188	139	1
1301	715605 ns	254	164	0
1302	715927 ns	31	215	0
1303	716128 ns	13	154	1
1304	716264 ns	76	70	0
1305	716493 ns	130	167	0
1306	717364 ns	251	233	1
1307	718143 ns	228	192	0
1308	718292 ns	106	239	1
1309	718892 ns	302	169	1
1310	719152 ns	32	191	1
1311	719668 ns	209	142	1
1312	720307 ns	207	198	0
1313	721145 ns	125	193	1
1314	721476 ns	195	172	1
1315	722058 ns	159	163	0
1316	722281 ns	200	228	0
1317	723059 ns	155	111	0
1318	724051 ns	105	118	0
1319	724881 ns	226	42	0
1320	725089 ns	162	163	0
1321	725626 ns	1	111	1
1322	726380 ns	142	36	1
1323	726567 ns	146	31	0
1324	727538 ns	118	117	0
1325	728252 ns	147	98	0
1326	728678 ns	35	202	1
1327	729033 ns	119	234	0
1328	729937 ns	154	126	1
1329	730702 ns	86	188	0
1330	731137 ns	126	174	0
1331	731290 ns	157	65	1
1332	731967 ns	81	206	1
1333	732830 ns	178	54	1
1334	733774 ns	283	202	1
1335	734735 ns	66	192	1
1336	735575 ns	243	47	0
1337	736506 ns	117	196	0
1338	736649 ns	139	226	0
1339	737536 ns	18	194	0
1340	738358 ns	34	107	0
1341	738568 ns	163	42	0
1342	738778 ns	13	156	0
1343	739387 ns	156	31	1
1344	740226 ns	106	114	0
1345	741024 ns	111	110	1
1346	741916 ns	96	170	0
1347	742425 ns	48	229	0
1348	743209 ns	166	175	1
1349	743599 ns	202	71	1
1350	744164 ns	287	89	1
1351	744734 ns	57	157	1
1352	745625 ns	194	78	1
1353	746268 ns	15	3	1
1354	746972 ns	298	79	0
1355	747174 ns	289	62	0
1356	747438 ns	221	24	0
1357	748427 ns	252	115	1
1358	748889 ns	238	5	1
1359	749496 ns	82	46	1
1360	750378 ns	238	168	1
1361	750722 ns	171	121	1
1362	751676 ns	250	41	0
1363	752227 ns	165	211	0
1364	752839 ns	178	100	0
1365	753534 ns	171	50	1
1366	754079 ns	52	104	1
1367	754962 ns	49	10	0
1368	755069 ns	8	13	1
1369	755921 ns	51	104	0
1370	756367 ns	156	121	0
1371	756836 ns	139	205	0
1372	757266 ns	8	203	1
1373	758013 ns	262	90	1
1374	758715 ns	146	23	1
1375	758929 ns	178	53	1
1376	759472 ns	168	212	0
1377	759745 ns	137	165	0
1378	759900 ns	41	190	1
1379	760894 ns	60	98	1
1380	761558 ns	4	193	0
1381	762504 ns	272	75	1
1382	762760 ns	65	192	0
1383	763408 ns	99	188	1
1384	764339 ns	123	115	1
1385	764801 ns	4	81	0
1386	765628 ns	178	138	0
1387	766548 ns	31	101	1
1388	766892 ns	152	116	0
1389	767307 ns	29	183	1
1390	768008 ns	58	172	1
1391	768417 ns	111	213	0
1392	769239 ns	199	183	0
1393	769381 ns	181	4	0
1394	769564 ns	231	92	1
1395	769940 ns	178	138	1
1396	770729 ns	258	40	0
1397	771495 ns	104	17	0
1398	771606 ns	192	120	1
1399	771746 ns	28	127	1
1400	772460 ns	288	133	0
1401	773401 ns	179	193	0
1402	774061 ns	153	210	0
1403	774848 ns	138	234	0
1404	775708 ns	300	56	1
1405	776027 ns	301	172	0
1406	776428 ns	202	85	1
1407	776641 ns	207	102	0
1408	777218 ns	248	234	0
1409	778206 ns	286	173	1
1410	779102 ns	91	147	1
1411	779612 ns	42	23	0
1412	780050 ns	212	196	1
1413	780820 ns	30	165	0
1414	780980 ns	206	221	1
1415	781669 ns	174	138	1
1416	782478 ns	254	216	1
1417	783292 ns	206	86	1
1418	784105 ns	180	184	0
1419	784850 ns	99	205	1
1420	785350 ns	57	182	0
1421	785527 ns	104	60	0
1422	785828 ns	96	112	0
1423	786728 ns	101	41	0
1424	787613 ns	264	76	0
1425	787850 ns	101	104	0
1426	788715 ns	250	83	1
1427	789611 ns	178	211	0
1428	790399 ns	175	192	0
1429	790724 ns	35	122	1
1430	791620 ns	154	11	0
1431	791745 ns	25	93	1
1432	792281 ns	93	102	0
1433	792382 ns	225	93	1
1434	793169 ns	10	101	0
1435	793759 ns	233	62	1
1436	794361 ns	127	103	0
1437	794965 ns	272	114	0
1438	795561 ns	212	42	1
1439	796029 ns	40	65	1
1440	796971 ns	102	72	1
1441	797443 ns	94	57	1
1442	798397 ns	208	199	0
1443	798757 ns	13	69	0
1444	799386 ns	170	6	0
1445	799563 ns	150	194	1
1446	800480 ns	237	205	1
1447	800748 ns	212	1	0
1448	800904 ns	95	206	0
1449	801451 ns	107	172	0
1450	801974 ns	180	185	1
1451	802403 ns	47	20	1
1452	802650 ns	154	28	1
1453	803357 ns	16	108	1
1454	803885 ns	83	27	1
1455	804647 ns	205	90	1
1456	805167 ns	260	101	1
1457	805682 ns	266	205	0
1458	805900 ns	73	24	0
1459	806076 ns	161	12	1
1460	806824 ns	60	91	1
1461	807502 ns	4	16	1
1462	808417 ns	52	62	0
1463	808533 ns	37	31	0
1464	809427 ns	289	4	0
1465	809620 ns	258	218	1
1466	810021 ns	191	213	0
1467	810715 ns	36	132	1
1468	811598 ns	296	21	1
1469	812226 ns	137	149	1
1470	813172 ns	164	185	0
1471	813614 ns	180	167	1
1472	813869 ns	15	89	1
1473	814327 ns	18	170	0
1474	814958 ns	165	193	1
1475	815260 ns	114	230	0
1476	815894 ns	22	54	1
1477	816116 ns	92	65	0
1478	816232 ns	196	162	1
1479	817026 ns	261	75	0
1480	817661 ns	50	191	0
1481	818430 ns	211	54	0
1482	819027 ns	244	14	0
1483	819943 ns	99	171	1
1484	820664 ns	205	208	1
1485	821070 ns	108	183	0
1486	821708 ns	52	11	0
1487	822095 ns	15	192	1
1488	822626 ns	237	221	0
1489	823602 ns	233	231	1
1490	823926 ns	211	186	1
1491	824777 ns	19	139	1
1492	825194 ns	62	145	1
1493	825449 ns	29	181	1
1494	826389 ns	215	92	1
1495	826678 ns	296	186	0
1496	827067 ns	80	189	1
1497	827933 ns	216	156	0
1498	828812 ns	160	179	1
1499	829220 ns	58	177	1
1500	830094 ns	114	213	1
1501	830377 ns	146	60	0
1502	830887 ns	102	89	1
1503	831414 ns	286	182	1
1504	832386 ns	0	43	0
1505	833095 ns	57	103	0
1506	834064 ns	87	234	0
1507	834518 ns	140	43	0
1508	834819 ns	9	38	0
1509	835290 ns	203	3	0
1510	835989 ns	232	26	0
1511	836556 ns	210	128	1
1512	837213 ns	30	180	1
1513	838069 ns	127	20	1
1514	838827 ns	279	50	0
1515	838939 ns	235	101	0
1516	839756 ns	257	121	1
1517	840167 ns	61	40	0
1518	840552 ns	6	207	1
1519	841546 ns	153	199	1
1520	842024 ns	190	27	1
1521	842890 ns	252	187	1
1522	843197 ns	208	46	1
1523	843509 ns	181	224	1
1524	843881 ns	11	236	1
1525	844662 ns	213	46	0
1526	845097 ns	80	41	1
1527	845898 ns	139	83	1
1528	846782 ns	159	1	1
1529	847528 ns	283	229	0
1530	847666 ns	182	62	0
1531	848057 ns	287	230	0
1532	848982 ns	253	141	0
1533	849347 ns	156	153	1
1534	850020 ns	163	164	1
1535	850451 ns	100	59	0
1536	851209 ns	206	155	1
1537	851336 ns	114	136	0
1538	851765 ns	271	169	0
1539	852357 ns	303	233	0
1540	852669 ns	273	23	0
1541	853298 ns	160	186	1
1542	853864 ns	135	204	0
1543	854077 ns	92	198	0
1544	855046 ns	34	158	1
1545	855208 ns	244	212	1
1546	856085 ns	126	11	1
1547	856471 ns	255	157	1
1548	856910 ns	130	143	0
1549	857853 ns	194	110	1
1550	858792 ns	158	191	1
1551	859082 ns	139	156	1
1552	860007 ns	52	142	1
1553	860503 ns	205	159	1
1554	860846 ns	251	87	0
1555	861232 ns	185	82	1
1556	861546 ns	76	175	0
1557	861892 ns	147	25	0
1558	862884 ns	5	183	1
1559	863197 ns	236	205	0
1560	863427 ns	22	32	0
1561	864356 ns	88	177	0
1562	864744 ns	287	70	1
1563	865677 ns	3	118	0
1564	866563 ns	222	113	0
1565	867137 ns	289	235	0
1566	868112 ns	35	113	1
1567	868328 ns	254	110	1
1568	868865 ns	227	54	0
1569	869220 ns	123	19	0
1570	869484 ns	267	80	1
1571	869700 ns	178	36	0
1572	869920 ns	300	217	0
1573	870105 ns	171	10	0
1574	871093 ns	216	100	1
1575	871817 ns	151	214	0
1576	872621 ns	100	56	1
1577	873044 ns	209	15	1
1578	873596 ns	263	172	1
1579	873883 ns	300	194	1
1580	874175 ns	199	175	1
1581	874887 ns	116	179	0
1582	875390 ns	137	128	0
1583	875990 ns	99	156	1
1584	876831 ns	264	194	1
1585	877351 ns	236	50	0
1586	877734 ns	189	121	1
1587	878111 ns	193	132	1
1588	878693 ns	42	173	1
1589	878991 ns	213	109	1
1590	879780 ns	301	124	0
1591	880067 ns	131	29	1
1592	880757 ns	81	14	1
1593	881747 ns	78	127	1
1594	882400 ns	177	237	1
1595	882976 ns	52	79	0
1596	883242 ns	230	149	0
1597	883908 ns	21	34	1
1598	884609 ns	74	127	0
1599	884899 ns	281	21	1
1600	885702 ns	294	66	0
1601	885941 ns	177	226	1
1602	886438 ns	247	215	1
1603	887216 ns	198	93	0
1604	887934 ns	213	104	1
1605	888650 ns	190	123	0
1606	889105 ns	238	134	0
1607	890079 ns	288	201	1
1608	890732 ns	195	37	1
1609	890917 ns	158	91	0
1610	891257 ns	66	11	1
1611	891676 ns	271	23	1
1612	892531 ns	188	91	1
1613	892719 ns	302	235	0
1614	893583 ns	47	100	1
1615	894194 ns	17	34	1
1616	894769 ns	233	52	0
1617	894871 ns	159	18	1
1618	895728 ns	159	172	1
1619	896471 ns	49	165	0
1620	896711 ns	197	114	1
1621	897672 ns	91	29	1
1622	898610 ns	25	109	1
1623	899353 ns	137	210	1
1624	900015 ns	169	81	0
1625	900593 ns	209	236	0
1626	900794 ns	169	32	1
1627	901659 ns	173	209	0
1628	902331 ns	110	170	0
1629	902881 ns	259	193	0
1630	903191 ns	280	57	0
1631	903481 ns	196	46	1
1632	903720 ns	189	56	1
1633	903856 ns	70	55	1
1634	903979 ns	239	172	1
1635	904137 ns	40	34	0
1636	905115 ns	262	170	0
1637	905422 ns	60	122	1
1638	905898 ns	270	8	1
1639	906397 ns	23	150	0
1640	907197 ns	211	204	1
1641	907747 ns	219	91	0
1642	908443 ns	183	194	1
1643	908648 ns	3	112	1
1644	909252 ns	179	204	0
1645	909595 ns	113	129	0
1646	909821 ns	205	99	0
1647	910080 ns	248	178	1
1648	910474 ns	156	213	0
1649	911355 ns	53	6	1
1650	911820 ns	221	118	1
1651	912366 ns	244	196	0
1652	912985 ns	226	102	0
1653	913810 ns	303	55	0
1654	914380 ns	164	153	0
1655	914593 ns	174	165	0
1656	915445 ns	296	192	0
1657	916398 ns	279	94	1
1658	917194 ns	238	236	1
1659	918150 ns	293	144	1
1660	918586 ns	57	119	1
1661	918976 ns	186	66	0
1662	919929 ns	51	46	0
1663	920617 ns	280	20	0
1664	921305 ns	235	48	1
1665	921805 ns	222	133	1
1666	922646 ns	4	189	1
1667	923442 ns	276	19	0
1668	923680 ns	87	99	1
1669	924580 ns	85	4	1
1670	925045 ns	208	87	1
1671	925468 ns	183	20	0
1672	925693 ns	25	146	1
1673	926672 ns	92	94	0
1674	927236 ns	236	104	0
1675	927951 ns	12	230	1
1676	928940 ns	45	107	0
1677	929062 ns	31	175	0
1678	929920 ns	70	97	0
1679	930114 ns	257	90	1
1680	930870 ns	38	207	0
1681	931279 ns	196	8	0
1682	931479 ns	260	178	0
1683	932042 ns	64	30	0
1684	932368 ns	217	4	1
1685	932647 ns	124	119	0
1686	933145 ns	121	51	1
1687	933488 ns	196	113	1
1688	934436 ns	117	78	0
1689	935055 ns	3	153	0
1690	936029 ns	83	207	1
1691	936804 ns	40	9	0
1692	937483 ns	292	17	0
1693	938089 ns	258	20	1
1694	938848 ns	218	175	0
1695	939178 ns	43	95	1
1696	939945 ns	42	39	1
1697	940116 ns	96	165	1
1698	940356 ns	48	232	1
1699	940664 ns	3	125	0
1700	941156 ns	34	84	0
1701	941712 ns	259	74	1
1702	941816 ns	131	120	1
1703	942220 ns	83	154	0
1704	943024 ns	47	93	1
1705	943862 ns	51	8	0
1706	944165 ns	227	222	0
1707	945051 ns	301	113	1
1708	945152 ns	174	196	1
1709	945328 ns	279	212	1
1710	945957 ns	266	190	0
1711	946627 ns	111	135	1
1712	947272 ns	10	93	1
1713	948016 ns	58	81	1
1714	948150 ns	41	210	1
1715	948968 ns	117	195	1
1716	949852 ns	233	87	0
1717	950428 ns	41	169	0
1718	950752 ns	295	163	1
1719	950967 ns	44	106	1
1720	951248 ns	202	68	0
1721	951600 ns	73	185	0
1722	952173 ns	292	169	0
1723	953163 ns	295	189	0
1724	953974 ns	145	34	1
1725	954861 ns	121	94	1
1726	955503 ns	299	106	0
1727	956321 ns	179	104	1
1728	957244 ns	302	88	1
1729	957407 ns	60	165	1
1730	958032 ns	41	96	0
1731	958872 ns	148	81	0
1732	959180 ns	170	170	1
1733	959674 ns	18	73	1
1734	960276 ns	221	104	0
1735	961092 ns	87	27	1
1736	961962 ns	8	17	1
1737	962686 ns	16	19	1
1738	963643 ns	130	139	0
1739	963788 ns	193	150	0
1740	964032 ns	135	71	1
1741	964564 ns	230	178	1
1742	965535 ns	79	128	0
1743	966210 ns	239	58	1
1744	966875 ns	126	191	0
1745	967627 ns	291	100	1
1746	968318 ns	209	77	1
1747	969227 ns	111	33	0
1748	969591 ns	274	14	1
1749	970398 ns	301	29	0
1750	970873 ns	283	75	1
1751	971777 ns	177	107	1
1752	972264 ns	105	103	1
1753	972869 ns	275	6	1
1754	973698 ns	146	64	0
1755	974488 ns	250	117	0
1756	975221 ns	297	158	1
1757	975567 ns	272	181	0
1758	975907 ns	300	101	1
1759	976307 ns	233	142	0
1760	976719 ns	301	231	1
1761	977085 ns	252	90	0
1762	977290 ns	214	21	1
1763	977503 ns	175	52	1
1764	977675 ns	113	93	0
1765	978504 ns	216	177	1
1766	979391 ns	83	121	0
1767	979979 ns	278	155	1
1768	980378 ns	198	37	0
1769	980906 ns	57	174	0
1770	981542 ns	208	200	0
1771	982335 ns	61	202	0
1772	982488 ns	162	123	1
1773	983431 ns	121	115	1
1774	984191 ns	86	235	1
1775	984847 ns	12	27	0
1776	985041 ns	13	81	0
1777	985839 ns	245	35	1
1778	986837 ns	89	177	1
1779	987038 ns	288	98	0
1780	987185 ns	96	34	1
1781	988070 ns	134	83	0
1782	989048 ns	194	18	1
1783	989342 ns	17	56	0
1784	989941 ns	185	217	0
1785	990391 ns	8	81	0
1786	990545 ns	208	90	0
1787	991095 ns	45	149	1
1788	991763 ns	51	45	1
1789	992239 ns	263	57	0
1790	992617 ns	157	176	0
1791	993189 ns	93	84	1
1792	993348 ns	41	168	1
1793	993720 ns	165	63	0
1794	993872 ns	247	213	0
1795	994077 ns	68	145	1
1796	995036 ns	190	190	0
1797	995929 ns	143	220	0
1798	996641 ns	195	56	1
1799	996915 ns	212	169	1
1800	997554 ns	261	170	0
1801	997953 ns	246	167	1
1802	998675 ns	98	155	1
1803	999113 ns	292	64	0
1804	999607 ns	60	102	0
1805	1000492 ns	253	0	0
1806	1000691 ns	100	180	0
1807	1001581 ns	64	187	1
1808	1002403 ns	67	101	1
1809	1002883 ns	283	119	1
1810	1003587 ns	25	72	0
1811	1004203 ns	16	42	1
1812	1004899 ns	266	184	1
1813	1005878 ns	265	33	1
1814	1006631 ns	49	216	1
1815	1006960 ns	78	109	1
1816	1007424 ns	33	38	1
1817	1007579 ns	171	1	1
1818	1008480 ns	236	149	0
1819	1009476 ns	73	27	0
1820	1009997 ns	249	30	1
1821	1010377 ns	40	148	1
1822	1011179 ns	54	130	0
1823	1011750 ns	256	36	0
1824	1012701 ns	67	97	1
1825	1013469 ns	206	170	0
1826	1013681 ns	15	101	1
1827	1013955 ns	29	213	1
1828	1014733 ns	124	9	0
1829	1015191 ns	3	99	0
1830	1016152 ns	222	197	0
1831	1016627 ns	249	85	1
1832	1016865 ns	233	27	1
1833	1017775 ns	52	169	0
1834	1018726 ns	284	120	0
1835	1019567 ns	278	70	1
1836	1020406 ns	201	219	1
1837	1020922 ns	83	220	1
1838	1021474 ns	277	89	1
1839	1022191 ns	169	0	0
1840	1023047 ns	116	229	1
1841	1023505 ns	171	189	1
1842	1024175 ns	59	66	1
1843	1024596 ns	122	148	0
1844	1025254 ns	90	206	1
1845	1025979 ns	132	129	0
1846	1026218 ns	0	238	0
1847	1027085 ns	291	177	1
1848	1027433 ns	6	141	0
1849	1027780 ns	162	232	1
1850	1028643 ns	28	204	1
1851	1029041 ns	129	13	0
1852	1029178 ns	81	175	1
1853	1029844 ns	158	235	1
1854	1030805 ns	185	191	1
1855	1031418 ns	114	186	0
1856	1031949 ns	119	36	1
1857	1032668 ns	127	40	1
1858	1033409 ns	301	132	0
1859	1033898 ns	183	239	0
1860	1034282 ns	177	187	1
1861	1035059 ns	148	226	1
1862	1035672 ns	183	3	0
1863	1036461 ns	50	75	0
1864	1036627 ns	136	84	1
1865	1037080 ns	1	4	0
1866	1037949 ns	202	71	1
1867	1038110 ns	111	45	0
1868	1038885 ns	124	20	0
1869	1039839 ns	98	110	1
1870	1040602 ns	215	33	1
1871	1041275 ns	227	215	1
1872	1041435 ns	299	148	1
1873	1041944 ns	17	208	1
1874	1042542 ns	197	215	1
1875	1042925 ns	44	138	0
1876	1043381 ns	139	192	1
1877	1043886 ns	191	205	0
1878	1044523 ns	227	147	0
1879	1044852 ns	281	62	1
1880	1044968 ns	190	8	0
1881	1045129 ns	79	27	0
1882	1045604 ns	128	59	0
1883	1046511 ns	73	97	0
1884	1047156 ns	211	211	0
1885	1047392 ns	89	106	1
1886	1047938 ns	234	43	0
1887	1048810 ns	189	172	0
1888	1049089 ns	17	68	0
1889	1049857 ns	13	36	1
1890	1050477 ns	33	129	0
1891	1051391 ns	16	75	1
1892	1051743 ns	58	91	0
1893	1052200 ns	271	164	1
1894	1052598 ns	154	2	1
1895	1053135 ns	93	231	1
1896	1053667 ns	66	219	1
1897	1054146 ns	295	42	0
1898	1054281 ns	293	45	1
1899	1055118 ns	42	204	1
1900	1056086 ns	302	51	0
1901	1056747 ns	225	128	1
1902	1056970 ns	93	96	1
1903	1057252 ns	226	38	1
1904	1057826 ns	296	109	1
1905	1058505 ns	153	233	0
1906	1058957 ns	88	228	0
1907	1059168 ns	149	130	1
1908	1060008 ns	157	150	0
1909	1060449 ns	152	89	1
1910	1060668 ns	6	120	0
1911	1061561 ns	151	205	0
1912	1062417 ns	233	87	1
1913	1062561 ns	99	201	1
1914	1062944 ns	81	78	1
1915	1063731 ns	72	77	0
1916	1064184 ns	30	203	1
1917	1064879 ns	79	29	1
1918	1065814 ns	208	7	1
1919	1065941 ns	114	93	1
1920	1066088 ns	84	213	0
1921	1066789 ns	110	98	0
